Date,Mode,Category,Subcategory,Note,Amount,Type,Currency
2017-10-01,Saving Bank account 1,subscription,Hotstar,3 months subscription Mobile,149.0,Expense,INR
2017-09-30,Saving Bank account 1,Health,Medicine,Candid dusting powder,59.0,Expense,INR
2017-09-30,Saving Bank account 1,Household,Kirana,Supermart,155.0,Expense,INR
2017-09-30,Saving Bank account 1,Food,Grocery,vegetables,135.0,Expense,INR
2017-09-30,Cash,Food,Grocery,vegetables,30.0,Expense,INR
2017-09-30,Cash,Household,Kitchen,Cooktop installation+ base,600.0,Expense,INR
2017-09-29,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,60.0,Expense,INR
2017-09-29,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-09-29,Cash,Food,Ice cream,Vanila cup,10.0,Expense,INR
2017-09-29,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21.0,Expense,INR
2017-09-28,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,215.0,Expense,INR
2017-09-28,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,INR
2017-09-25,Saving Bank account 1,Food,fruits,half kg chiku,30.0,Expense,INR
2017-09-25,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300.0,Expense,INR
2017-09-24,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-09-24,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
2017-09-24,Credit Card,Culture,Movie,2,560.0,Expense,INR
2017-09-24,Cash,Food,Sweets,Half kg pedhe,280.0,Expense,INR
2017-09-24,Saving Bank account 1,Beauty,grooming,hair cut,100.0,Expense,INR
2017-09-23,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100.0,Expense,INR
2017-09-21,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-09-21,Cash,Food,snacks,Vadapav,15.0,Expense,INR
2017-09-21,Cash,Transportation,Train,Place 0 to dadar return,30.0,Expense,INR
2017-09-20,Saving Bank account 1,Health,Health,Surgical gloves pair,20.0,Expense,INR
2017-09-18,Cash,Food,fruits,half kg chiku,60.0,Expense,INR
2017-09-18,Cash,Food,fruits,Nariyal,55.0,Expense,INR
2017-09-17,Credit Card,Household,Kirana,Supermart,558.0,Expense,INR
2017-09-17,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-09-15,Cash,Food,Dinner,Sugaran Kitchen,60.0,Expense,INR
2017-09-15,Cash,Food,fruits,Nariyal,55.0,Expense,INR
2017-09-15,Saving Bank account 1,Health,Hospital,Doctor Fees,150.0,Expense,INR
2017-09-15,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,INR
2017-09-15,Saving Bank account 1,Food,Tea,2 tea parcel,24.0,Expense,INR
2017-09-15,Saving Bank account 1,Food,breakfast,2 plates poha,50.0,Expense,INR
2017-09-15,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-09-14,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR
2017-09-13,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110.0,Expense,INR
2017-09-12,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-09-11,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,INR
2017-09-11,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,INR
2017-09-11,Saving Bank account 1,Food,Grocery,vegetables,285.0,Expense,INR
2017-09-11,Cash,Transportation,train,Local pass to Family,100.0,Expense,INR
2017-09-11,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-09-11,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93.0,Expense,INR
2017-09-10,Saving Bank account 1,Household,Kirana,Supermart,514.0,Expense,INR
2017-09-09,Cash,Health,Medicine,V-wash,45.0,Expense,INR
2017-09-08,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440.0,Expense,INR
2017-09-08,Cash,Food,flour mill,M D sure 4kg atta,196.0,Expense,INR
2017-09-06,Saving Bank account 1,Food,snacks,Sweet bread cake 90 + veg puff 2,140.0,Expense,INR
2017-09-05,Cash,Education,Stationary,Print outs+ Xerox,50.0,Expense,INR
2017-09-04,Saving Bank account 1,Food,Ice cream,4 cups (2 Vanilla 2 tutifruity),40.0,Expense,INR
2017-09-01,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-08-31,Cash,Household,Toiletries,Odonil,60.0,Expense,INR
2017-08-31,Cash,Household,Kirana,Honey small bottle,10.0,Expense,INR
2017-08-31,Cash,Household,Kirana,Janeyu,5.0,Expense,INR
2017-08-31,Cash,Household,Kirana,Nariyal,25.0,Expense,INR
2017-08-31,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-08-30,Saving Bank account 1,Health,Medicine,5 Meftal spas,22.0,Expense,INR
2017-08-29,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640.0,Expense,INR
2017-08-28,Cash,Tourism,Trip,Misc expense,200.0,Expense,INR
2017-08-28,Cash,Food,snacks,2 chips packets,20.0,Expense,INR
2017-08-27,Cash,Tourism,Trip,Misc expense,100.0,Expense,INR
2017-08-27,Cash,Health,Medicine,Vicks inhaler,59.0,Expense,INR
2017-08-27,Cash,Transportation,auto,market to resort,200.0,Expense,INR
2017-08-26,Cash,Food,breakfast,Parle G chota pack,5.0,Expense,INR
2017-08-25,Cash,Health,Medicine,strepsils 13 pills,39.0,Expense,INR
2017-08-24,Cash,Transportation,auto,Auto : Mahal to hotel,40.0,Expense,INR
2017-08-24,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325.0,Expense,INR
2017-08-24,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000.0,Expense,INR
2017-08-24,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200.0,Expense,INR
2017-08-23,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300.0,Expense,INR
2017-08-23,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850.0,Expense,INR
2017-08-22,Cash,Household,Kitchen,Mahanagar Gas connection installation,300.0,Expense,INR
2017-08-21,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280.0,Expense,INR
2017-08-21,Saving Bank account 1,Beauty,grooming,Shaving,50.0,Expense,INR
2017-08-21,Saving Bank account 1,Food,Grocery,1.5 kg onions,33.0,Expense,INR
2017-08-21,Saving Bank account 1,Beauty,Accessories,Lens cleaner,80.0,Expense,INR
2017-08-21,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27.0,Expense,INR
2017-08-20,Credit Card,Food,Ice cream,Baskin Robbins,166.0,Expense,INR
2017-08-20,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,INR
2017-08-20,Cash,Transportation,auto,BKC to kurla station,60.0,Expense,INR
2017-08-20,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361.0,Expense,INR
2017-08-20,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25.0,Expense,INR
2017-08-20,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
2017-08-20,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-08-20,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,48.0,Expense,INR
2017-08-20,Credit Card,Household,Furniture,Foldable wardrobe,569.0,Expense,INR
2017-08-19,Cash,Household,Appliances,2 locks for bags,60.0,Expense,INR
2017-08-19,Cash,Household,Kirana,Colgate max fresh small,20.0,Expense,INR
2017-08-19,Cash,Household,Kirana,Dettol sanitizer,45.0,Expense,INR
2017-08-19,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,217.0,Expense,INR
2017-08-17,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,INR
2017-08-17,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45.0,Expense,INR
2017-08-15,Credit Card,Household,Appliances,Wifi Router TP link,1400.0,Expense,INR
2017-08-15,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-08-14,Credit Card,Household,Appliances,Steam machine,320.0,Expense,INR
2017-08-14,Credit Card,Household,Kirana,Biscuits+ onions,112.0,Expense,INR
2017-08-12,Cash,Festivals,Navratri,Ganpati+ navratri vargani,800.0,Expense,INR
2017-08-12,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0,Expense,INR
2017-08-11,Cash,Transportation,Bus,2 CD to Place 1: shivshahi,470.0,Expense,INR
2017-08-11,Cash,Transportation,auto,within city,100.0,Expense,INR
2017-08-11,Cash,Transportation,Bus,2 Place 1 to VN,330.0,Expense,INR
2017-08-11,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,INR
2017-08-10,Saving Bank account 1,Household,Kirana,Dahi (42) + Vanilla essance (34),76.0,Expense,INR
2017-08-10,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-08-09,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218.0,Expense,INR
2017-08-09,Saving Bank account 1,Health,Medicine,Move jel,125.0,Expense,INR
2017-08-08,Saving Bank account 1,Tourism,Trip,Tours and Travel,43000.0,Expense,INR
2017-08-08,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-08-07,Saving Bank account 1,Food,Milk,Half lit  milk,33.0,Expense,INR
2017-08-06,Cash,Health,Medicine,Vicks VapoRub,22.0,Expense,INR
2017-08-06,Saving Bank account 1,Food,breakfast,krack Jack biscuits,5.0,Expense,INR
2017-08-06,Saving Bank account 1,Food,Lunch,5 chapati,25.0,Expense,INR
2017-08-05,Credit Card,Apparel,Clothing,Family's dresses,989.0,Expense,INR
2017-08-05,Saving Bank account 1,Health,Medicine,Cinarest,27.0,Expense,INR
2017-08-05,Cash,Family,Pocket money,Change,100.0,Expense,INR
2017-08-05,Saving Bank account 1,Health,Hospital,Medical tests - Family,6190.0,Expense,INR
2017-08-04,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999.0,Expense,INR
2017-08-04,Saving Bank account 1,Food,Milk,milk 1lit ,68.0,Expense,INR
2017-08-02,Saving Bank account 1,Food,snacks,Maggie 1 pck,14.0,Expense,INR
2017-08-02,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-08-01,Saving Bank account 1,Apparel,Clothing,Myntra - tshirt+ denim shorts,399.0,Expense,INR
2017-08-01,Cash,Health,Medicine,4 paracetamol tablets,10.0,Expense,INR
2017-07-31,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100.0,Expense,INR
2017-07-31,Cash,Transportation,auto,ola auto - Current Residence to McD,65.0,Expense,INR
2017-07-31,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-30,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-07-30,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895.0,Expense,INR
2017-07-30,Cash,Household,Appliances,Laptop repair,1000.0,Expense,INR
2017-07-30,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,INR
2017-07-30,Cash,Food,snacks,Chicken roll kasha,100.0,Expense,INR
2017-07-30,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2017-07-29,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-29,Credit Card,Health,Medicine,Hospital consultation,556.0,Expense,INR
2017-07-29,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,INR
2017-07-28,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-07-28,Credit Card,Health,Medicine,Hospital consultation,167.0,Expense,INR
2017-07-28,Credit Card,Health,Hospital,Hospital consultation,3050.0,Expense,INR
2017-07-28,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-07-28,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-07-27,Credit Card,Food,Dinner,Non veg overloaded pizza,215.0,Expense,INR
2017-07-27,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203.0,Expense,INR
2017-07-27,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,INR
2017-07-25,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000.0,Expense,INR
2017-07-24,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248.0,Expense,INR
2017-07-24,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-24,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-23,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,Expense,INR
2017-07-23,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,INR
2017-07-23,Saving Bank account 1,Food,Grocery,Amul butter,52.0,Expense,INR
2017-07-22,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-21,Saving Bank account 1,Food,Milk,Half lit  milk,33.0,Expense,INR
2017-07-20,Cash,Food,snacks,Puri packet of 50 pcs,50.0,Expense,INR
2017-07-20,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545.0,Expense,INR
2017-07-20,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-19,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-19,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-18,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20.0,Expense,INR
2017-07-18,Saving Bank account 1,Food,Water,5 litres can,70.0,Expense,INR
2017-07-18,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,INR
2017-07-18,Saving Bank account 1,Food,Grocery,potato 1kg,35.0,Expense,INR
2017-07-18,Saving Bank account 1,Household,Hardware,Pakad,240.0,Expense,INR
2017-07-18,Saving Bank account 1,Household,Hardware,Umbrella,540.0,Expense,INR
2017-07-18,Cash,Food,Grocery,onion 2.5 kg,55.0,Expense,INR
2017-07-17,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-07-17,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63.0,Expense,INR
2017-07-17,Saving Bank account 1,Food,beverage,Lemon tea,60.0,Expense,INR
2017-07-17,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,INR
2017-07-17,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40.0,Expense,INR
2017-07-15,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-07-15,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-14,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
2017-07-12,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-11,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
2017-07-11,Saving Bank account 1,Education,Stationary,Black Ball pen,10.0,Expense,INR
2017-07-10,Saving Bank account 1,Food,Rajgira ladu,2 packets,50.0,Expense,INR
2017-07-09,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-07-09,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
2017-07-09,Saving Bank account 1,Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,INR
2017-07-09,Saving Bank account 1,Transportation,Train,2 Place 0 to Place 3 returns,80.0,Expense,INR
2017-07-09,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-07-08,Saving Bank account 1,Food,Grocery,Pizza base packet - Patil dairy,30.0,Expense,INR
2017-07-08,Saving Bank account 1,Food,Eggs,4 eggs,26.0,Expense,INR
2017-07-08,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-05,Saving Bank account 1,Food,Dinner,Paneer mutter Rs.90+ 5 chapati Rs.25,115.0,Expense,INR
2017-07-05,Saving Bank account 1,Food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,Expense,INR
2017-07-05,Saving Bank account 1,Food,Dinner,veg fried rice 1 full,180.0,Expense,INR
2017-07-05,Saving Bank account 1,Food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45.0,Expense,INR
2017-07-04,Saving Bank account 1,Food,Grocery,Dalich peeth pav kg,25.0,Expense,INR
2017-07-04,Saving Bank account 1,Transportation,auto,Place 1 bridge to Current Residence 2 seats,60.0,Expense,INR
2017-07-04,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-02,Saving Bank account 1,Food,Ice cream,7 mava kulfie,140.0,Expense,INR
2017-07-01,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0,Expense,INR
2017-06-29,Saving Bank account 1,Beauty,grooming,Shaving,60.0,Expense,INR
2017-06-29,Cash,Transportation,auto,Place 2 station to hospital 2 seat,50.0,Expense,INR
2017-06-28,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,30.0,Expense,INR
2017-06-28,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-28,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,INR
2017-06-28,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,15.0,Expense,INR
2017-06-27,Cash,Health,Medicine,Cough-sills 4 pcs,12.0,Expense,INR
2017-06-26,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-06-26,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-06-26,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-25,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
2017-06-24,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-23,Saving Bank account 1,Food,Grocery,Shengdane pav kg,35.0,Expense,INR
2017-06-22,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-22,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,261.0,Expense,INR
2017-06-22,Cash,Transportation,train,2 Place 0 to WS returns,20.0,Expense,INR
2017-06-22,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-19,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR
2017-06-19,Cash,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
2017-06-19,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,80.0,Expense,INR
2017-06-19,Saving Bank account 1,Food,breakfast,Bread,18.0,Expense,INR
2017-06-19,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-18,Cash,Transportation,Bus,H to kala circle,12.0,Expense,INR
2017-06-18,Cash,Transportation,Bus,Kala circle to H,15.0,Expense,INR
2017-06-17,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-16,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-15,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,INR
2017-06-13,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-11,Saving Bank account 1,Beauty,grooming,hair cut,100.0,Expense,INR
2017-06-11,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-10,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386.0,Expense,INR
2017-06-10,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501.0,Expense,INR
2017-06-10,Saving Bank account 1,subscription,Newspaper,TOI,170.0,Expense,INR
2017-06-08,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-06-08,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-08,Cash,Culture,Movie,2 tickets - Cinepolis 4DX 3D,760.0,Expense,INR
2017-06-08,Saving Bank account 1,Food,breakfast,Bread,35.0,Expense,INR
2017-06-08,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-08,Saving Bank account 1,Food,Eggs,6 pcs,35.0,Expense,INR
2017-06-07,Cash,Household,Kitchen,Sanjori mould,26.0,Expense,INR
2017-06-06,Cash,Education,Stationary,Print out,3.0,Expense,INR
2017-06-06,Cash,Food,snacks,2 Veg puff,40.0,Expense,INR
2017-06-06,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-05,Cash,Food,Dinner,Chicken Biryani 120+ dal rice 60,180.0,Expense,INR
2017-06-05,Cash,Food,chocolate,2 Cadbury dairy milk,20.0,Expense,INR
2017-06-05,Cash,Health,Medicine,3 Sinarest,18.0,Expense,INR
2017-06-05,Saving Bank account 1,Health,Medicine,Sofy antibacterial,190.0,Expense,INR
2017-06-04,Saving Bank account 1,Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25.0,Expense,INR
2017-06-04,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-03,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-06-03,Saving Bank account 1,Household,Kirana,Supermart,267.0,Expense,INR
2017-06-03,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,INR
2017-06-02,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
2017-06-02,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
2017-06-01,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-06-01,Saving Bank account 1,Food,Milk,milk 1lit ,65.0,Expense,INR
2017-05-31,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR
2017-05-30,Saving Bank account 1,Food,Dinner,5 chapati,25.0,Expense,INR
2017-05-30,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-05-30,Cash,Food,beverage,Slice + Pepsi,40.0,Expense,INR
2017-05-30,Cash,Food,Lunch,2 veg Frankie,120.0,Expense,INR
2017-05-30,Cash,Household,Kitchen,Crockery,275.0,Expense,INR
2017-05-30,Saving Bank account 1,Food,Tea,2 tea,34.0,Expense,INR
2017-05-30,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR
2017-05-30,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-29,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR
2017-05-29,Cash,Education,Stationary,Xerox,30.0,Expense,INR
2017-05-29,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-28,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-05-28,Saving Bank account 1,Food,Grocery,Mango 1 kg,140.0,Expense,INR
2017-05-28,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR
2017-05-27,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-27,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20.0,Expense,INR
2017-05-27,Saving Bank account 1,Food,vegetables,Pav kg tomato,20.0,Expense,INR
2017-05-25,Cash,Food,snacks,Ragda Puri,30.0,Expense,INR
2017-05-25,Cash,Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR
2017-05-24,Cash,Food,snacks,Samosa pav @ kurla,15.0,Expense,INR
2017-05-24,Cash,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-05-24,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-23,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-05-23,Cash,Household,Kirana,Rasna orange,46.0,Expense,INR
2017-05-23,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR
2017-05-22,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88.0,Expense,INR
2017-05-22,Saving Bank account 1,Household,Appliances,3 pin Holder,50.0,Expense,INR
2017-05-22,Saving Bank account 1,Food,beverage,Coke 750ml,40.0,Expense,INR
2017-05-22,Saving Bank account 1,Food,beverage,sugarcane juice,15.0,Expense,INR
2017-05-21,Cash,Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR
2017-05-21,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-21,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR
2017-05-21,Cash,Transportation,auto,Decathlon to station,20.0,Expense,INR
2017-05-21,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR
2017-05-18,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR
2017-05-18,Saving Bank account 1,Food,Lunch,Bhai poli,45.0,Expense,INR
2017-05-18,Saving Bank account 1,Food,breakfast,Poha,25.0,Expense,INR
2017-05-18,Cash,Beauty,grooming,Shaving,50.0,Expense,INR
2017-05-18,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-17,Saving Bank account 1,Food,Ice cream,Vanila family pack,99.0,Expense,INR
2017-05-17,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR
2017-05-16,Saving Bank account 1,Beauty,grooming,Razor Blade,247.0,Expense,INR
2017-05-16,Saving Bank account 1,Food,Lunch,Non veg combo meal,234.0,Expense,INR
2017-05-15,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380.0,Expense,INR
2017-05-15,Cash,Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR
2017-05-15,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-05-14,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50.0,Expense,INR
2017-05-14,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
2017-05-13,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35.0,Expense,INR
2017-05-12,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
2017-05-11,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,INR
2017-05-11,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318.0,Expense,INR
2017-05-10,Saving Bank account 1,Education,Stationary,Courier,100.0,Expense,INR
2017-05-10,Saving Bank account 1,Education,Stationary,Xerox,12.0,Expense,INR
2017-05-10,Saving Bank account 1,Education,Stationary,2 envelope,24.0,Expense,INR
2017-05-10,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
